,pl-name,pl-letter,hostname,hd-name,hip-name,tic-id,gaia-id,pl-orbsmax,pl-orbsmaxerr1,pl-orbsmaxerr2,pl-rade,pl-radeerr1,pl-radeerr2,pl-bmasse,pl-bmasseerr1,pl-bmasseerr2,pl-radj,pl-radjerr1,pl-radjerr2,pl-bmassj,pl-bmassjerr1,pl-bmassjerr2,pl-bmassprov,pl-orbeccen,pl-orbeccenerr1,pl-orbeccenerr2,pl-orbper,pl-orbpererr1,pl-orbpererr2,st-spectype,st-age,st-ageerr1,st-ageerr2,st-met,st-meterr1,st-meterr2,st-metratio,st-lum,st-lumerr1,st-lumerr2,st-teff,st-tefferr1,st-tefferr2,st-rad,st-raderr1,st-raderr2,st-mass,st-masserr1,st-masserr2,st-vsin,st-vsinerr1,st-vsinerr2,st-rotp,st-rotperr1,st-rotperr2,sy-dist,sy-disterr1,sy-disterr2,sy-vmag,sy-vmagerr1,sy-vmagerr2,sy-kmag,sy-kmagerr1,sy-kmagerr2,sy-snum,sy-pnum,sy-mnum,KIC,koi-name,kepler-name,KOI,TIC,GAIA,e_pl_orbsmax,e_pl_rade,e_pl_bmasse,e_pl_radj,e_pl_bmassj,e_pl_orbeccen,e_pl_orbper,e_st_age,e_st_met,e_st_lum,e_st_teff,e_st_rad,e_st_mass,e_st_vsin,e_st_rotp,e_sy_dist,e_sy_vmag,e_sy_kmag,st-flux,st-spectype-ltr,st-spectype-num,st-lumiclass,st-spectype-val,st-spectype-str
1125,WASP-47 b,b,WASP-47,,,TIC 102264230,Gaia DR2 2613413008919918976,0.052,0.0006,-0.0006,12.86,0.1,-0.1,374.0,17.0,-16.0,1.147,0.009,-0.009,1.17674,0.05349,-0.05034,Mass,0.0006,0.0005,-0.0002,4.159151,4e-07,-4e-07,,6.5,2.6,-1.2,0.43,0.04,-0.04,[Fe/H],0.032,0.017,-0.022,5565.0,60.0,-60.0,1.16,0.01,-0.01,1.06,0.05,-0.05,1.8,0.24,-0.16,31.2,3.5,-3.5,264.78,4.888,-4.716,11.936,0.046,-0.046,10.192,0.026,-0.026,1,4,0,-1,,,-1,102264230,2.613413008919919e+18,0.0006,0.1,17.0,0.009,0.05349,0.0005,4e-07,2.6,0.04,0.022,60.0,0.01,0.05,0.24,3.5,4.888,0.046,0.026,-16.541827090892788,,,,,
1126,47 UMa b,b,47 UMa,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,2.1,0.02,-0.02,13.2,,,804.08,22.25,-19.07,1.18,,,2.53,0.07,-0.06,Msini,0.032,0.014,-0.014,1078.0,2.0,-2.0,G0 V,6.48,1.44,-1.04,0.04,0.1,-0.1,[M/H],0.198,0.012,-0.011,5872.0,92.94,-113.53,1.21,0.04,-0.06,1.06,0.13,-0.14,2.8,,,,,,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,1,3,0,-1,,,-1,21535479,7.772543603371333e+17,0.02,,22.25,,0.07,0.014,2.0,1.44,0.1,0.012,113.53,0.06,0.14,,,0.0289,0.023,0.34,-13.809607177138647,G,0.0, V,20.0,G0  V
1127,HD 173416 b,b,HD 173416,HD 173416,HIP 91852,TIC 157951225,Gaia DR2 2096524140211914368,1.158,0.003,-0.004,13.4,,,585.1221,65.47265,-71.51139,1.2,,,1.841,0.206,-0.225,Msini,0.208,0.089,-0.094,322.03,1.33,-1.52,G8,1.73,0.653,-0.653,-0.22,0.09,-0.09,[Fe/H],1.892,0.052,-0.06,4683.0,100.0,-100.0,13.5,0.9,-0.9,2.0,0.3,-0.3,,,,,,,132.184,0.7355,-0.7355,6.04188,0.023,-0.023,3.814,0.354,-0.354,1,1,0,-1,,,-1,157951225,2.0965241402119145e+18,0.004,,71.51139,,0.225,0.094,1.52,0.653,0.09,0.06,100.0,0.9,0.3,,,0.7355,0.023,0.354,-14.078414514936693,G,8.0,,28.0,G8 
1128,75 Cet c,c,75 Cet,HD 15779,HIP 11791,TIC 251095345,Gaia DR2 2500064286492779264,3.929,0.058,-0.052,13.9,,,289.85951,27.9689,-45.44946,1.24,,,0.912,0.088,-0.143,Msini,0.023,0.191,-0.003,2051.62,45.98,-40.47,G3 III,,,,0.1,0.08,-0.05,[Fe/H],1.714,0.012,-0.021,4809.0,,,10.38,0.15,-0.26,1.92,0.07,-0.08,1.77,,,,,,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,2,2,0,-1,,,-1,251095345,2.5000642864927795e+18,0.058,,45.44946,,0.143,0.191,45.98,,0.08,0.021,,0.26,0.08,,,0.72365,0.023,0.272,-13.851807832851401,G,3.0, III,23.0,G3  III
1129,HD 2952 b,b,HD 2952,HD 2952,HIP 2611,TIC 452910671,Gaia DR2 418206501834841600,1.117,0.003,-0.004,13.9,,,284.77425,42.27118,-39.72855,1.24,,,0.896,0.133,-0.125,Msini,0.269,0.165,-0.15,312.08,1.36,-1.69,K0 III,,,,0.0,0.1,-0.1,[Fe/H],1.768,0.056,-0.05,4853.0,,,10.9,0.57,-0.81,1.91,0.42,-0.22,1.92,,,,,,110.103,0.657,-0.649,5.9258,0.023,-0.023,3.629,0.246,-0.246,1,1,0,-1,,,-1,452910671,4.182065018348416e+17,0.004,,42.27118,,0.133,0.165,1.69,,0.1,0.056,,0.81,0.42,,,0.657,0.023,0.246,-14.043655040126401,K,0.0, III,10.0,K0  III
1130,HATS-75 b,b,HATS-75,,,TIC 44737596,Gaia DR2 5082914338199586560,0.032742,0.000134,-9.9e-05,9.909,0.146,-0.146,156.05375,12.39531,-12.39531,0.884,0.013,-0.013,0.491,0.039,-0.039,Mass,0.064,,,2.7886556,1.1e-06,-1.1e-06,,14.9,3.3,-4.3,0.522,0.051,-0.028,[Fe/H],-1.197,0.005,-0.005,3790.4,5.7,-5.7,0.58,0.0,-0.0,0.6,0.01,-0.01,,,,35.04,0.0,-0.0,194.964,1.125,-1.111,15.689,0.24,-0.24,11.584,0.021,-0.021,1,1,0,-1,,,-1,44737596,5.082914338199587e+18,0.000134,0.146,12.39531,0.013,0.039,,1.1e-06,4.3,0.051,0.005,5.7,0.0,0.01,,0.0,1.125,0.24,0.021,-17.504965588266714,,,,,
1131,BD+48 738 b,b,BD+48 738,,,TIC 302069358,Gaia DR2 438899345022759424,1.0,,,13.9,,,289.2253,,,1.24,,,0.91,,,Msini,0.2,0.1,-0.1,392.6,5.5,-5.5,K0 III,,,,-0.2,0.07,-0.07,[Fe/H],1.69,0.33,-0.33,4414.0,15.0,-15.0,11.0,1.0,-1.0,0.74,0.39,-0.39,1.0,,,,,,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,1,1,0,-1,,,-1,302069358,4.388993450227594e+17,,,,,,0.1,5.5,,0.07,0.33,15.0,1.0,0.39,,,43.849,0.004,0.018,-15.918584541476937,K,0.0, III,10.0,K0  III
1132,BD+49 828 b,b,BD+49 828,,,TIC 116376059,Gaia DR2 439327501725338752,4.2,0.32,-0.2,13.5,,,508.5,127.1,-63.6,1.21,,,1.6,0.4,-0.2,Msini,0.35,0.24,-0.1,2590.0,300.0,-180.0,K0,2.34,1.2,-0.8,-0.19,0.06,-0.06,[Fe/H],1.47,0.13,-0.13,4943.0,30.0,-30.0,7.6,1.3,-1.3,1.52,0.22,-0.22,1.7,0.8,-0.8,,,,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571,0.021,-0.021,1,1,0,-1,,,-1,116376059,4.393275017253388e+17,0.32,,127.1,,0.4,0.24,300.0,1.2,0.06,0.13,30.0,1.3,0.22,0.8,,7.654,0.005,0.021,-15.548983805611067,K,0.0,,10.0,K0 
1133,CoRoT-16 b,b,CoRoT-16,,,TIC 218299481,Gaia DR2 4256135160951556480,0.0618,0.0015,-0.0015,13.11,1.79,-1.57,170.032,27.014,-26.379,1.17,0.16,-0.14,0.535,0.085,-0.083,Mass,0.33,0.09,-0.1,5.35227,0.0002,-0.0002,G5 V,6.73,2.8,-2.8,0.19,0.06,-0.06,[M/H],-0.435,0.041,-0.045,5650.0,100.0,-100.0,1.19,0.14,-0.13,1.1,0.08,-0.08,1.0,,,,,,732.409,35.344,-32.282,16.052,0.217,-0.217,12.847,0.037,-0.037,1,1,0,-1,,,-1,218299481,4.2561351609515566e+18,0.0015,1.79,27.014,0.16,0.085,0.1,0.0002,2.8,0.06,0.045,100.0,0.14,0.08,,,35.344,0.217,0.037,-17.892564079964824,G,5.0, V,25.0,G5  V
1134,TOI-858 B b,b,TOI-858 B,,,TIC 198008005,Gaia DR2 4683737294569921664,0.04435,0.001,-0.00098,14.067,0.437,-0.437,349.61125,25.42627,-22.24799,1.255,0.039,-0.039,1.1,0.08,-0.07,Mass,0.15,,,3.2797178,1.4e-06,-1.4e-06,G0,6.8,2.9,-2.5,0.153,0.091,-0.091,[Fe/H],0.253,0.022,-0.021,5842.0,84.0,-79.0,1.31,0.04,-0.04,1.08,0.08,-0.07,5.8,0.25,-0.25,,,,250.489,1.518,-1.5,11.183,0.069,-0.069,9.722,0.023,-0.023,2,1,0,-1,,,-1,198008005,4.683737294569922e+18,0.001,0.437,25.42627,0.039,0.08,,1.4e-06,2.9,0.091,0.022,84.0,0.04,0.08,0.25,,1.518,0.069,0.023,-16.272634053169032,G,0.0,,20.0,G0 
1135,TOI-5153 b,b,TOI-5153,,,TIC 124029677,Gaia DR2 2942084865853011712,0.158,0.006,-0.006,11.882,0.448,-0.448,1036.12061,57.20911,-54.03083,1.06,0.04,-0.04,3.26,0.18,-0.17,Mass,0.091,0.024,-0.026,20.33003,7e-05,-7e-05,F8 V,5.4,1.0,-1.0,0.12,0.08,-0.08,[Fe/H],0.464,0.019,-0.019,6300.0,80.0,-80.0,1.4,0.04,-0.04,1.24,0.07,-0.07,10.1,1.0,-1.0,,,,390.484,4.507,-4.407,11.932,0.022,-0.022,10.408,0.019,-0.019,1,1,0,-1,,,-1,124029677,2.942084865853012e+18,0.006,0.448,57.20911,0.04,0.18,0.026,7e-05,1.0,0.08,0.019,80.0,0.04,0.07,1.0,,4.507,0.022,0.019,-16.44726322213627,F,8.0, V,38.0,F8  V
1136,DE CVn b,b,DE CVn,,,TIC 446175401,Gaia DR2 1550299304833675392,5.75,2.02,-2.02,12.4,,,3823.2733,955.81833,-955.81833,1.1,,,12.0293,3.00733,-3.00733,Msin(i)/sin(i),0.0,,,4098.1,131.5,-131.5,,,,,,,,,-1.574,0.092,-0.117,3579.0,157.0,-157.0,0.42,0.01,-0.01,0.51,,,,,,,,,30.5225,0.0284,-0.0285,12.956,0.023,-0.023,8.555,0.021,-0.021,2,1,0,-1,,,-1,446175401,1.5502993048336753e+18,2.02,,955.81833,,3.00733,,131.5,,,0.117,157.0,0.01,,,,0.0285,0.023,0.021,-16.27129694004444,,,,,
1137,WASP-163 b,b,WASP-163,,,TIC 145368316,Gaia DR2 4334991786994866304,0.0266,0.0014,-0.0014,13.473,1.087,-1.087,594.3421,66.7443,-66.7443,1.202,0.097,-0.097,1.87,0.21,-0.21,Mass,,,,1.6096884,1.5e-06,-1.5e-06,,,,,-0.34,0.21,-0.21,[Fe/H],-0.076,0.093,-0.098,5500.0,200.0,-200.0,1.01,0.07,-0.07,0.97,0.15,-0.15,5.0,,,,,,261.386,3.663,-3.564,12.663,0.08,-0.08,10.147,0.021,-0.021,1,1,0,-1,,,-1,145368316,4.334991786994866e+18,0.0014,1.087,66.7443,0.097,0.21,,1.5e-06,,0.21,0.098,200.0,0.07,0.15,,,3.663,0.08,0.021,-16.63862138079001,,,,,
1138,TOI-558 b,b,TOI-558,,,TIC 207110080,Gaia DR2 4727755005637190016,0.1291,0.002,-0.0021,12.173,0.46,-0.426,1147.36055,47.67426,-47.67426,1.086,0.041,-0.038,3.61,0.15,-0.15,Mass,0.298,0.022,-0.02,14.574071,2.6e-05,-2.6e-05,F V,1.79,0.91,-0.73,-0.004,0.059,-0.055,[Fe/H],0.547,0.019,-0.018,6466.0,95.0,-93.0,1.5,0.04,-0.04,1.35,0.06,-0.07,7.8,0.5,-0.5,,,,402.63,3.855,-3.784,11.233,0.013,-0.013,10.262,0.023,-0.023,1,1,0,-1,,,-1,207110080,4.72775500563719e+18,0.0021,0.46,47.67426,0.041,0.15,0.022,2.6e-05,0.91,0.059,0.019,95.0,0.04,0.07,0.5,,3.855,0.013,0.023,-16.390868997394783,F,, V,,F V
