pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax.1,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade.1,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj.1,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen.1,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff.1,st_rad,st_raderr1,st_raderr2,st_rad.1,st_mass,st_masserr1,st_masserr2,st_mass.1,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin.1,st_rotp,st_rotperr1,st_rotperr2,st_rotp.1,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum.1,sy_pnum.1,sy_mnum.1,KIC,koi_name,kepler_name,KOI,TIC,GAIA
K2-233 b,b,K2-233,,,TIC 428820090,Gaia DR2 6253186686054822784,1,3,0,0,0,0,1,0,0,0,0,0,0,0.03308,0.0001,-9e-05,0.03308,1.343,0.018,-0.016,1.343,11.26,,,0.12,0.002,-0.001,0.12,0.03543,,,Mass,0.079,0.048,-0.029,0.079,2.4675,4e-05,-4e-05,89.3,0.5,-0.7,K3,0.36,0.49,-0.14,-0.09,0.03,-0.03,[Fe/H],-0.523,0.044,-0.049,5033.0,41.0,-35.0,5033.0,0.71,0.01,-0.01,0.71,0.79,0.01,-0.01,0.79,4.5,1.0,-1.0,4.5,9.75,0.04,-0.04,9.75,67.5062,0.2799,-0.2775,10.883,0.014,-0.014,8.375,0.023,-0.023,1,3,0,-1,,,-1,428820090,6.253186686054823e+18
HAT-P-9 b,b,HAT-P-9,,,TIC 371234684,Gaia DR2 898130030131443584,1,1,0,1,0,0,1,0,0,0,0,0,0,0.05287,0.00078,-0.00078,0.05287,15.614,0.751,-0.729,15.614,238.05467,20.34112,-20.02329,1.393,0.067,-0.065,1.393,0.749,0.064,-0.063,Mass,0.084,0.052,-0.047,0.084,3.92281072,1.02e-06,-1.02e-06,86.44,0.37,-0.36,F7,1.6,1.8,-1.4,0.12,0.2,-0.2,[Fe/H],0.418,0.041,-0.04,6350.0,150.0,-150.0,6350.0,1.34,0.07,-0.06,1.34,1.28,0.06,-0.06,1.28,11.9,1.0,-1.0,11.9,,,,,455.203,8.968,-8.635,12.344,0.047,-0.047,11.015,0.021,-0.021,1,1,0,-1,,,-1,371234684,8.981300301314436e+17
HAT-P-6 b,b,HAT-P-6,,,TIC 176899385,Gaia DR2 1925321658546436352,1,1,0,1,0,0,1,0,0,0,0,0,0,0.05239,0.0008,-0.00082,0.05239,16.589,1.681,-1.681,16.589,419.5356,95.349,-95.349,1.48,0.15,-0.15,1.48,1.32,0.3,-0.3,Mass,0.0,,,0.0,3.85298,5e-06,-5e-06,85.51,0.35,-0.35,,2.3,0.5,-0.7,-0.13,,,[Fe/H],0.553,0.059,-0.056,6570.0,80.0,-80.0,6570.0,1.62,0.17,-0.17,1.62,1.79,0.6,-0.6,1.79,7.8,0.6,-0.6,7.8,,,,,275.358,3.636,-3.545,10.469,0.005,-0.005,9.313,0.019,-0.019,1,1,0,-1,,,-1,176899385,1.9253216585464364e+18
LTT 9779 b,b,LTT 9779,,HIP 117883,TIC 183985250,Gaia DR2 2307504062045842688,1,1,0,1,0,0,1,0,0,0,0,0,0,0.01679,0.00014,-0.00012,0.01679,4.72,0.23,-0.23,4.72,29.32,0.78,-0.81,0.421,0.021,-0.021,0.421,0.09225,0.00245,-0.00255,Mass,0.0,,,0.0,0.792052,9.3e-06,-9.3e-06,76.39,0.43,-0.43,G7 V,1.9,1.7,-1.2,0.27,0.03,-0.03,[Fe/H],-0.149,0.006,-0.006,5443.0,14.0,-13.0,5443.0,0.95,0.01,-0.01,0.95,0.77,0.29,-0.21,0.77,1.06,0.37,-0.37,1.06,45.0,,,45.0,80.4373,0.3174,-0.315,9.79,0.03,-0.03,8.016,0.029,-0.029,1,1,0,-1,,,-1,183985250,2.3075040620458424e+18
HAT-P-8 b,b,HAT-P-8,,,TIC 188876052,Gaia DR2 1891507552824189568,3,1,0,1,0,0,1,0,0,0,0,0,0,0.04496,0.00046,-0.00045,0.04496,15.693,1.457,-1.457,15.693,406.8224,85.8141,-85.8141,1.4,0.13,-0.13,1.4,1.28,0.27,-0.27,Mass,0.0,,,0.0,3.07634,4e-06,-4e-06,87.8,0.76,-0.76,F6,3.4,1.0,-1.0,0.01,,,[Fe/H],0.519,0.05,,6200.0,80.0,-80.0,6200.0,1.57,0.15,-0.15,1.57,1.27,0.41,-0.41,1.27,11.5,0.5,-0.5,11.5,,,,,211.553,1.709,-1.682,10.358,0.005,-0.005,8.953,0.013,-0.013,3,1,0,-1,,,-1,188876052,1.8915075528241894e+18
EPIC 249893012 d,d,EPIC 249893012,,,TIC 432254760,Gaia DR2 6259263137059042048,1,3,0,1,0,0,1,0,0,0,0,0,0,0.22,0.02,-0.04,0.22,3.94,0.13,-0.12,3.94,10.18,2.46,-2.42,0.352,0.012,-0.011,0.352,0.03203,0.00774,-0.00761,Mass,0.15,0.21,-0.11,0.15,35.747,0.005,-0.005,89.47,0.36,-0.5,G8 IV/V,9.0,0.5,-0.6,0.2,0.05,-0.05,[Fe/H],0.356,0.008,-0.008,5430.0,85.0,-85.0,5430.0,1.71,0.04,-0.04,1.71,1.05,0.05,-0.05,1.05,2.1,0.5,-0.5,2.1,41.0,10.0,-10.0,41.0,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,1,3,0,-1,,,-1,432254760,6.259263137059042e+18
ROXs 12 b,b,ROXs 12,,,TIC 175595883,Gaia DR2 6048935358761628288,2,1,0,0,0,0,0,0,0,0,0,1,0,210.0,20.0,-20.0,210.0,12.2,,,12.2,5085.0,1271.0,-1271.0,1.09,,,1.09,16.0,4.0,-4.0,Mass,0.83,,,0.83,,,,,,,M0,0.008,0.004,-0.025,0.14,0.01,-0.01,[Fe/H],-0.79,0.078,-0.067,3850.0,100.0,-70.0,3850.0,1.07,0.15,-0.14,1.07,0.87,0.08,-0.08,0.87,7.2,0.03,-0.04,7.2,,,,,136.65,0.788,-0.779,14.763,0.092,-0.092,9.099,0.025,-0.025,2,1,0,-1,,,-1,175595883,6.048935358761629e+18
WASP-47 e,e,WASP-47,,,TIC 102264230,Gaia DR2 2613413008919918976,1,4,0,1,0,0,1,0,0,0,0,0,0,0.01673,0.00053,-0.00053,0.01673,1.83,0.02,-0.02,1.83,9.0,0.6,-0.4,0.163,0.002,-0.002,0.163,0.02832,0.00189,-0.00126,Mass,0.0,,,0.0,0.78961,3e-05,-3e-05,86.73,1.76,-1.76,,6.5,2.6,-1.2,0.43,0.04,-0.04,[Fe/H],0.032,0.017,-0.022,5565.0,60.0,-60.0,5565.0,1.16,0.01,-0.01,1.16,1.06,0.05,-0.05,1.06,1.8,0.24,-0.16,1.8,31.2,3.5,-3.5,31.2,264.78,4.888,-4.716,11.936,0.046,-0.046,10.192,0.026,-0.026,1,4,0,-1,,,-1,102264230,2.613413008919919e+18
L 98-59 b,b,L 98-59,,,TIC 307210830,Gaia DR2 5271055243163629056,1,4,0,1,0,0,1,0,0,0,0,0,0,0.02191,0.0008,-0.00084,0.02191,0.85,0.061,-0.047,0.85,0.4,0.16,-0.15,0.076,0.005,-0.004,0.076,0.00126,0.0005,-0.00047,Mass,0.103,0.117,-0.045,0.103,2.2531136,1.2e-06,-1.5e-06,87.71,1.16,-0.44,M3 V,0.8,,,-0.46,0.26,-0.26,[Fe/H],-1.948,0.016,-0.016,3415.0,135.0,-135.0,3415.0,0.3,0.03,-0.02,0.3,0.27,0.03,-0.03,0.27,0.0,1.9,-1.9,0.0,80.9,5.0,-5.3,80.9,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,1,4,0,-1,,,-1,307210830,5.27105524316363e+18
K2-329 b,b,K2-329,,,TIC 301258470,Gaia DR2 2632880927441296640,1,1,0,1,0,0,1,0,0,0,0,0,0,0.1016,0.0018,-0.0019,0.1016,8.676,0.291,-0.269,8.676,82.6358,6.3566,-6.99226,0.774,0.026,-0.024,0.774,0.26,0.02,-0.022,Mass,0.0697,0.041,-0.04,0.0697,12.4551225,3.1e-06,-3.1e-06,89.22,0.11,-0.09,,1.8,2.2,-1.3,0.098,0.065,-0.07,[Fe/H],-0.325,0.029,-0.027,5282.0,40.0,-39.0,5282.0,0.82,0.03,-0.02,0.82,0.9,0.05,-0.05,0.9,1.9,0.5,-0.5,1.9,,,,,233.237,2.293,-2.249,12.697,0.08,-0.08,10.668,0.023,-0.023,1,1,0,-1,,,-1,301258470,2.6328809274412964e+18
K2-204 b,b,K2-204,,,TIC 248351386,Gaia DR2 2533185974768028032,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,3.046,0.433,-0.373,3.046,9.51,,,0.272,0.039,-0.033,0.272,0.0299,,,M-R relationship,,,,,7.055784,0.00065,-0.000641,87.649,1.737,-3.326,,,,,0.07,0.08,-0.08,[Fe/H],0.253,0.02,-0.021,5755.0,50.0,-50.0,5755.0,1.18,0.16,-0.14,1.18,1.01,0.03,-0.03,1.01,,,,,,,,,577.235,17.823,-16.805,12.985,0.069,-0.069,11.478,0.021,-0.021,1,1,0,-1,,,-1,248351386,2.533185974768028e+18
2M0437 b,b,2MASS J04372171+2651014,,,TIC 125843782,Gaia DR2 151499478104075008,1,1,0,0,0,0,0,0,0,0,0,1,0,118.0,1.3,-1.3,118.0,13.0,,,13.0,1271.31363,317.82841,-317.82841,1.16,,,1.16,4.0,1.0,-1.0,Mass,,,,,,,,,,,M V,0.003,0.0,-0.0,0.01,0.05,-0.05,[Fe/H],-1.164,0.003,-0.003,3100.0,100.0,-100.0,3100.0,0.84,0.11,-0.11,0.84,0.17,0.01,-0.02,0.17,22.54,0.14,-0.14,22.54,1.84,,,1.84,128.484,1.196,-1.174,16.186,1.133,-1.133,10.386,0.018,-0.018,1,1,0,-1,,,-1,125843782,1.51499478104075e+17
HD 110537 b,b,HD 110537,HD 110537,HIP 62039,TIC 51739133,Gaia DR2 3681795018676501120,1,1,0,1,0,0,0,0,0,0,0,0,0,16.714,4.538,-3.907,16.714,11.9,,,11.9,8612.832,4053.90133,-2857.27738,1.06,,,1.06,27.099,12.755,-8.99,Mass,0.401,0.115,-0.152,0.401,24469.67342,9917.49437,-7987.53151,51.891,9.617,-5.422,G6/8 V,,,,0.09,0.1,-0.1,[M/H],0.117,0.01,-0.011,5718.0,138.83,-138.35,5718.0,1.17,0.07,-0.06,1.17,1.02,0.12,-0.12,1.02,1.8,0.5,-0.5,1.8,,,,,45.0858,0.0975,-0.097,7.83,0.03,-0.03,6.2,0.017,-0.017,1,1,0,-1,,,-1,51739133,3.681795018676501e+18
HD 137496 b,b,HD 137496,HD 137496,,TIC 346250894,Gaia DR2 6258810550587404672,1,2,0,1,0,0,1,0,0,0,0,0,0,0.02732,0.00019,-0.00019,0.02732,1.31,0.06,-0.05,1.31,4.04,0.55,-0.55,0.117,0.005,-0.004,0.117,0.01271,0.00173,-0.00173,Mass,0.0,,,0.0,1.62116,7.91e-05,-8.06e-05,85.8,2.6,-2.2,G,8.3,0.7,-0.7,-0.03,0.04,-0.04,[Fe/H],0.366,0.031,-0.018,5799.0,61.0,-61.0,5799.0,1.59,0.03,-0.03,1.59,1.04,0.02,-0.02,1.04,,,,,,,,,155.317,1.739,-1.702,9.899,0.006,-0.006,8.244,0.036,-0.036,1,2,0,-1,,,-1,346250894,6.258810550587404e+18
HD 3167 b,b,HD 3167,HD 3167,HIP 2736,TIC 318707987,Gaia DR2 2554032474712538880,1,4,0,1,0,0,1,0,0,0,0,0,0,0.01796,0.00037,-0.00031,0.01796,1.67,0.17,-0.1,1.67,4.97,0.24,-0.23,0.149,0.015,-0.009,0.149,0.01564,0.00076,-0.00072,Mass,0.0,,,0.0,0.959641,1.1e-05,-1.1e-05,83.4,4.6,-7.7,K0 V,7.8,4.3,-4.3,0.04,0.05,-0.05,[Fe/H],-0.27,0.024,-0.026,5261.0,60.0,-60.0,5261.0,0.88,0.01,-0.01,0.88,0.84,0.05,-0.04,0.84,1.8,0.4,-0.4,1.8,23.52,2.87,-2.87,23.52,47.2899,0.1485,-0.1475,8.97,0.03,-0.03,7.066,0.02,-0.02,1,4,0,-1,,,-1,318707987,2.554032474712539e+18
K2-253 b,b,K2-253,,,TIC 98669309,Gaia DR2 3584368019189709952,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0506,0.001,-0.0011,0.0506,12.67,0.69,-0.61,12.67,,,,1.13,0.062,-0.054,1.13,,,,Msini,,,,,4.00167,0.00013,-0.00013,,,,,,,,0.0,0.17,-0.19,[Fe/H],-0.077,0.032,-0.034,6027.0,221.0,-240.0,6027.0,1.1,0.04,-0.04,1.1,1.08,0.05,-0.08,1.08,,,,,,,,,876.565,28.779,-27.037,15.002,0.149,-0.149,12.947,0.033,-0.033,1,1,0,-1,,,-1,98669309,3.58436801918971e+18
EPIC 201757695.02,b,EPIC 201757695,,,TIC 380546118,,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0296,0.0005,-0.0005,0.0296,0.908,0.059,-0.064,0.908,0.688,,,0.081,0.005,-0.006,0.081,0.00217,,,M-R relationship,0.0,,,0.0,2.0478,0.0001,-0.0001,89.276,0.369,-0.372,,,,,-0.003,0.12,-0.3,[Fe/H],-0.364,0.325,-0.955,4520.0,108.0,-54.0,4520.0,0.66,0.04,-0.05,0.66,0.73,0.04,-0.05,0.73,,,,,,,,,577.6,33.2,-29.8,14.974,0.137,-0.137,12.149,0.026,-0.026,1,1,0,-1,,,-1,380546118,
K2-259 b,b,K2-259,,,TIC 377259959,Gaia DR2 3700295641843380224,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1271,0.001,-0.0011,0.1271,2.32,0.2,-0.17,2.32,5.99,,,0.207,0.018,-0.015,0.207,0.0189,,,M-R relationship,,,,,15.48043,0.00332,-0.00392,89.027,0.692,-1.326,,,,,0.16,0.04,-0.04,[Fe/H],0.167,0.012,-0.012,6059.0,62.0,-76.0,6059.0,1.13,0.03,-0.02,1.13,1.14,0.03,-0.03,1.14,5.23,0.2,-0.2,5.23,,,,,416.457,8.192,-7.888,12.511,0.114,-0.114,11.115,0.026,-0.026,1,1,0,-1,,,-1,377259959,3.70029564184338e+18
GJ 1002 c,c,GJ 1002,,,TIC 176287658,Gaia DR2 2441630500517079808,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0738,0.0021,-0.0021,0.0738,1.1,,,1.1,1.36,0.17,-0.17,0.098,,,0.098,0.00428,0.00053,-0.00053,Msini,,,,,21.202,0.013,-0.013,,,,M5.5 V,,,,-0.25,0.19,-0.19,[Fe/H],-2.852,0.006,-0.006,3024.0,52.0,-52.0,3024.0,0.14,0.01,-0.01,0.14,0.12,0.01,-0.01,0.12,,,,,126.0,15.0,-15.0,126.0,4.84867,0.00303,-0.00304,13.76,0.02,,7.439,0.021,-0.021,1,2,0,-1,,,-1,176287658,2.44163050051708e+18
TOI-5076 b,b,TOI-5076,,HIP 15683,TIC 303432813,Gaia DR2 55752218851048320,2,1,0,1,0,0,1,0,0,0,0,0,0,,,,,3.2,0.1,-0.1,3.2,16.0,2.0,-2.0,0.285,0.009,-0.009,0.285,0.05034,0.00629,-0.00629,Mass,,,,,23.445,0.001,-0.001,89.7,0.2,-0.2,K2 V,9.0,6.0,-6.0,0.2,0.08,-0.08,[Fe/H],-0.489,0.008,-0.008,5070.0,143.0,-143.0,5070.0,0.78,0.01,-0.01,0.78,0.8,0.07,-0.07,0.8,,,,,,,,,82.857,0.3062,-0.3041,10.9,0.03,-0.03,8.582,0.02,-0.02,2,1,0,-1,,,-1,303432813,5.575221885104832e+16
K2-47 b,b,K2-47,,,TIC 301603728,Gaia DR2 3811760011794444928,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1779,0.0016,-0.0016,0.1779,1.89,0.26,-0.26,1.89,4.23,,,0.169,0.023,-0.023,0.169,0.0133,,,M-R relationship,,,,,31.6372,0.0088,-0.0088,,,,,,,,-0.224,0.176,-0.176,[M/H],-0.482,0.015,-0.015,5054.0,82.0,-82.0,5054.0,0.76,0.03,-0.03,0.76,0.75,0.02,-0.02,0.75,,,,,,,,,349.881,5.2745,-5.2745,14.065,0.114,-0.114,11.735,0.027,-0.027,1,1,0,-1,,,-1,301603728,3.811760011794445e+18
HAT-P-19 b,b,HAT-P-19,,,TIC 267650535,Gaia DR2 365426679516816512,1,1,0,1,0,0,1,0,0,0,0,0,0,0.04599,0.00063,-0.00058,0.04599,11.299,0.157,-0.146,11.299,88.03847,5.40308,-5.08525,1.008,0.014,-0.013,1.008,0.277,0.017,-0.016,Mass,0.07,0.04,-0.04,0.07,4.00878322,1.9e-07,-1.9e-07,89.52,0.2,-0.2,K1,7.2,4.0,-4.0,0.166,0.07,-0.068,[Fe/H],-0.485,0.016,-0.018,4962.0,39.0,-41.0,4962.0,0.77,0.01,-0.01,0.77,0.81,0.03,-0.03,0.81,0.7,0.5,-0.5,0.7,35.5,2.5,-2.5,35.5,202.078,1.471,-1.451,12.826,0.057,-0.057,10.546,0.019,-0.019,1,1,0,-1,,,-1,267650535,3.654266795168165e+17
KMT-2019-BLG-1953L b,b,KMT-2019-BLG-1953L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,14.1,,,14.1,200.0,240.0,-110.0,1.26,,,1.26,0.64,0.76,-0.35,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.37,-0.17,0.31,,,,,,,,,7040.0,1100.0,-1330.0,,,,,,,1,1,0,-1,,,-1,-1,
OGLE-2018-BLG-1212L b,b,OGLE-2018-BLG-1212L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1.68,1.47,-0.63,1.68,9.32,,,9.32,63.56568,50.85255,-41.31769,0.832,,,0.832,0.2,0.16,-0.13,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.12,-0.1,0.16,,,,,,,,,1550.0,1260.0,-540.0,,,,,,,1,1,0,-1,,,-1,-1,
HD 107148 b,b,HD 107148,HD 107148,HIP 60081,TIC 66666079,Gaia DR2 3693358861640279296,2,2,0,1,0,0,0,0,0,0,0,0,0,0.269,0.016,-0.016,0.269,9.6,,,9.6,66.741,11.441,-11.441,0.856,,,0.856,0.21,0.036,-0.036,Msini,0.05,0.17,-0.17,0.05,48.056,0.057,-0.057,,,,G5 V,5.6,1.4,-1.52,0.314,,,[Fe/H],0.121,0.001,-0.001,5797.0,,,5797.0,1.17,0.03,-0.03,1.17,1.12,,,1.12,0.73,,,0.73,,,,,49.4156,0.116,-0.1154,8.01,0.03,-0.03,6.474,0.027,-0.027,2,2,0,-1,,,-1,66666079,3.693358861640279e+18
HD 164922 e,e,HD 164922,HD 164922,HIP 88348,TIC 159019691,Gaia DR2 4582680493669880704,1,4,0,1,0,0,0,0,0,0,0,0,0,0.2292,0.0026,-0.0027,0.2292,3.23,,,3.23,10.52012,0.98527,-0.98527,0.288,,,0.288,0.0331,0.0031,-0.0031,Msini,0.086,0.083,-0.06,0.086,41.763,0.012,-0.012,,,,G9 V,9.58,1.99,-1.55,0.197,0.057,-0.057,[Fe/H],-0.14,0.0,-0.0,5393.43,68.33,-68.33,5393.43,1.0,0.02,-0.02,1.0,0.92,0.03,-0.03,0.92,1.8,0.5,-0.5,1.8,42.3,1.3,-0.7,42.3,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,1,4,0,-1,,,-1,159019691,4.582680493669881e+18
EPIC 212737443 c,c,EPIC 212737443,,,TIC 670036,Gaia DR2 3630680754621236096,1,2,0,0,0,0,1,0,0,0,0,0,0,0.28,0.006,-0.006,0.28,2.69,0.146,-0.146,2.69,7.7,,,0.24,0.013,-0.013,0.24,0.0242,,,M-R relationship,0.2,0.2,-0.2,0.2,65.55,0.0089,-0.0089,89.63,0.044,-0.044,K3,,,,-0.137,0.127,-0.127,[Fe/H],-0.804,0.014,-0.014,4684.0,79.0,-79.0,4684.0,0.67,0.02,-0.02,0.67,0.69,0.04,-0.04,0.69,,,,,,,,,336.25,4.743,-4.615,14.81,0.137,-0.137,12.16,0.024,-0.024,1,2,0,-1,,,-1,670036,3.630680754621236e+18
K2-285 b,b,K2-285,,,TIC 262715204,Gaia DR2 2657374606238804992,1,4,0,1,0,0,1,0,0,0,0,0,0,0.03817,0.00095,-0.00092,0.03817,2.59,0.06,-0.06,2.59,9.68,1.21,-1.37,0.231,0.005,-0.005,0.231,0.03046,0.00381,-0.00431,Mass,0.0,,,0.0,3.471745,4.4e-05,-4.6e-05,86.846,0.041,-0.041,K2 V,,,,0.0,0.05,-0.05,[Fe/H],-0.422,0.004,-0.005,4975.0,95.0,-95.0,4975.0,0.79,0.02,-0.02,0.79,0.83,0.02,-0.02,0.83,3.9,0.8,-0.8,3.9,,,,,154.961,1.161,-1.144,12.075,0.114,-0.114,9.971,0.022,-0.022,1,4,0,-1,,,-1,262715204,2.657374606238805e+18
HD 4760 b,b,HD 4760,HD 4760,HIP 3869,TIC 405337087,Gaia DR2 2556428551067486720,1,1,0,1,0,0,0,0,0,0,0,0,0,1.14,0.08,-0.08,1.14,12.3,,,12.3,4417.837,762.792,-762.792,1.1,,,1.1,13.9,2.4,-2.4,Msini,0.23,0.09,-0.06,0.23,434.0,3.0,-3.0,,,,K2,,,,-0.91,0.09,-0.09,[Fe/H],2.93,0.11,-0.11,4076.0,15.0,-15.0,4076.0,42.4,9.2,-9.2,42.4,1.05,0.19,-0.19,1.05,1.4,1.1,-1.1,1.4,1531.0,1535.0,-1535.0,1531.0,537.873,20.155,-20.155,7.51,0.03,-0.03,3.993,0.027,-0.027,1,1,0,-1,,,-1,405337087,2.5564285510674867e+18
K2-312 c,c,HD 80653,HD 80653,,TIC 55315929,Gaia DR2 606477252238780160,1,2,0,1,0,0,0,0,0,0,0,0,0,1.961,0.027,-0.027,1.961,12.8,,,12.8,1719.45168,165.27077,-139.8445,1.14,,,1.14,5.41,0.52,-0.44,Msini,0.853,0.011,-0.011,0.853,921.2,10.8,-10.8,,,,G2,2.67,1.2,-1.2,0.255,0.065,-0.065,[Fe/H],0.232,0.004,-0.004,5959.0,61.0,-61.0,5959.0,1.22,0.01,-0.01,1.22,1.18,0.04,-0.04,1.18,,,,,19.55,0.57,-0.5,19.55,109.86,0.811,-0.8,9.452,0.003,-0.003,8.018,0.021,-0.021,1,2,0,-1,,,-1,55315929,6.064772522387802e+17
K2-32 e,e,K2-32,,,TIC 437444661,Gaia DR2 4130539180358512768,2,4,0,1,0,0,1,0,0,0,0,0,0,0.04899,0.00041,-0.00038,0.04899,1.212,0.052,-0.046,1.212,2.1,1.3,-1.1,0.108,0.005,-0.004,0.108,0.00661,0.00409,-0.00346,Mass,0.043,0.048,-0.03,0.043,4.34934,0.00039,-0.00039,89.0,0.7,-0.7,G9 V,7.9,4.5,-4.5,-0.06,0.03,-0.03,[Fe/H],-0.488,0.005,-0.005,5271.0,39.0,-35.0,5271.0,0.86,0.02,-0.02,0.86,0.83,0.02,-0.02,0.83,0.7,,,0.7,,,,,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,2,4,0,-1,,,-1,437444661,4.1305391803585126e+18
K2-31 b,b,K2-31,,,TIC 50171060,Gaia DR2 6050191241556876672,2,1,0,1,0,0,1,0,0,0,0,0,0,0.022,0.0018,-0.0018,0.022,11.882,3.923,-3.923,11.882,563.83042,25.10857,-25.10857,1.06,0.35,-0.35,1.06,1.774,0.079,-0.079,Mass,0.0,,,0.0,1.25785,2e-06,-2e-06,79.9,0.8,-0.8,G7 V,,,,0.08,0.05,-0.05,[Fe/H],-0.11,0.03,-0.035,5280.0,70.0,-70.0,5280.0,0.78,0.07,-0.07,0.78,0.91,0.06,-0.06,0.91,2.6,0.5,-0.5,2.6,18.38,0.06,-0.06,18.38,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,2,1,0,-1,,,-1,50171060,6.050191241556876e+18
HAT-P-13 c,c,HAT-P-13,,,TIC 20096620,Gaia DR2 1014520826353577088,1,2,0,1,0,0,0,0,0,0,0,0,0,1.258,0.02,-0.02,1.258,12.3,,,12.3,4538.421,88.989,-88.989,1.1,,,1.1,14.28,0.28,-0.28,Msini,0.6616,0.0054,-0.0054,0.6616,446.27,0.22,-0.22,,,,G4,5.0,2.5,-0.7,0.46,0.07,-0.07,[Fe/H],0.346,0.057,-0.065,5653.0,90.0,-90.0,5653.0,1.76,0.05,-0.05,1.76,1.32,0.06,-0.06,1.32,1.66,0.37,-0.37,1.66,,,,,246.81,2.228,-2.188,10.421,0.008,-0.008,8.975,0.017,-0.017,1,2,0,-1,,,-1,20096620,1.0145208263535771e+18
Qatar-1 b,b,Qatar-1,,,TIC 236887394,Gaia DR2 2244830490514284928,1,1,0,1,0,0,1,0,0,0,0,0,0,0.02332,0.0004,-0.0004,0.02332,12.812,0.291,-0.28,12.812,411.27202,16.52716,-15.57367,1.143,0.026,-0.025,1.143,1.294,0.052,-0.049,Mass,0.0,,,0.0,1.4200242,2.2e-07,-2.2e-07,84.08,0.16,-0.15,,1.19,0.47,-0.47,0.171,0.097,-0.094,[Fe/H],-0.438,0.045,-0.042,5013.0,93.0,-88.0,5013.0,0.8,0.02,-0.02,0.8,0.84,0.04,-0.04,0.84,1.76,0.21,-0.21,1.76,23.7,0.1,-0.1,23.7,185.615,0.805,-0.797,12.692,0.103,-0.103,10.409,0.017,-0.017,1,1,0,-1,,,-1,236887394,2.244830490514285e+18
WASP-78 b,b,WASP-78,,,TIC 139528693,Gaia DR2 5089851638095503616,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03488,0.0007,-0.00076,0.03488,21.633,5.044,-5.044,21.633,352.7913,171.6282,-171.6282,1.93,0.45,-0.45,1.93,1.11,0.54,-0.54,Mass,0.0,,,0.0,2.17518,5e-06,-5e-06,83.2,1.95,-1.95,,2.8,1.6,-0.3,-0.35,,,[Fe/H],0.763,0.016,-0.016,6100.0,150.0,-150.0,6100.0,2.46,0.58,-0.58,2.46,1.87,1.36,-1.36,1.87,7.1,0.5,-0.5,7.1,,,,,754.258,17.102,-16.373,11.965,0.022,-0.022,11.008,0.023,-0.023,1,1,0,-1,,,-1,139528693,5.089851638095503e+18
KMT-2016-BLG-2364L b,b,KMT-2016-BLG-2364L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,2.63,0.46,-0.65,2.63,13.0,,,13.0,1250.0,1000.0,-690.0,1.16,,,1.16,3.93,3.16,-2.17,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.4,-0.27,0.5,,,,,,,,,6440.0,1130.0,-1600.0,,,,,,,1,1,0,-1,,,-1,-1,
