2MASS,objID,KIC,Teff,Rad,Mass,LClass,Bmag,Vmag,Kmag,TIC
"14361378-2514203 ",,,3791.0,,,"DWARF   ",20.993,20.089,16.924,10035
"14355799-2514195 ",,,5822.0,1.352,1.05,"DWARF   ",17.674,17.126,15.306,10036
"14362138-2514144 ",,,5183.0,0.697,0.88,"DWARF   ",,17.603,15.326,10037
"14360436-2514117 ",,,6269.3,1.65,1.222,"DWARF   ",10.702,10.282,8.818,10038
"14360779-2514037 ",,,4519.0,1.096,0.71,"DWARF   ",19.239,18.448,15.309,10039
"14360893-2514019 ",,,3669.0,1.237,0.54,"DWARF   ",20.499,20.153,15.786,10040
"14361831-2513544 ",,,5273.0,1.173,0.9,"DWARF   ",15.964,15.207,12.86,10041
"14361292-2513478 ",,,6034.0,1.006,1.12,"DWARF   ",18.063,17.707,15.514,10042
"14355575-2513461 ",,,5254.0,0.755,0.9,"DWARF   ",18.761,18.177,16.044,10043
"14362558-2513458 ",,,4982.0,1.154,0.82,"DWARF   ",18.138,17.057,14.872,10044
"14360071-2513261 ",,,3894.0,0.478,0.6,"DWARF   ",21.024,19.759,14.97,10045
"14360639-2513211 ",,,5673.0,0.966,1.01,"DWARF   ",16.606,15.989,13.982,10046
"14361621-2513166 ",,,5112.0,0.702,0.86,"DWARF   ",18.225,17.893,15.833,10047
"14361156-2513107 ",,,5162.0,0.594,0.87,"DWARF   ",18.854,18.307,15.25,10048
"14361334-2513099 ",,,5760.0,1.045,1.03,"DWARF   ",17.785,17.361,15.395,10049
"14362722-2512424 ",,,5869.0,1.101,1.06,"DWARF   ",15.312,14.789,12.944,10050
"14361859-2512357 ",,,5140.0,2.045,,"GIANT   ",17.779,16.99,14.683,10051
"14362244-2512325 ",,,,,,"DWARF   ",20.632,19.712,15.171,10052
"14355742-2512276 ",,,5721.0,1.598,1.02,"DWARF   ",16.868,16.324,14.298,10053
"14361265-2512273 ",,,5355.0,0.93,0.93,"DWARF   ",18.318,17.854,15.316,10054
"14362362-2512225 ",,,5748.0,1.114,1.03,"DWARF   ",,17.229,15.255,10055
"14362316-2511548 ",,,3902.0,0.639,0.6,"DWARF   ",20.27,19.129,14.997,10056
"14361040-2511478 ",,,,,,"DWARF   ",19.542,20.29,15.306,10057
"14361231-2511304 ",,,5287.0,1.008,0.91,"DWARF   ",17.438,16.892,14.517,10058
"14361481-2511297 ",,,5055.0,,,"DWARF   ",19.013,18.498,15.806,10059
"14362591-2511286 ",,,5702.0,0.603,1.02,"DWARF   ",18.27,17.923,16.162,10060
"14360266-2511178 ",,,5856.0,,,"DWARF   ",18.351,18.429,16.825,10061
"14362188-2511167 ",,,5189.0,1.846,0.88,"DWARF   ",17.322,16.571,14.339,10062
"14362124-2511120 ",,,4526.0,0.486,0.71,"DWARF   ",19.93,18.764,15.33,10063
"14362565-2511024 ",,,5767.0,0.767,1.03,"DWARF   ",17.978,17.481,16.056,10064
"14355626-2511016 ",,,5813.0,0.946,1.05,"DWARF   ",17.432,16.651,14.746,10065
"14362137-2511007 ",,,,,,"GIANT   ",17.504,19.013,14.449,10066
"14361403-2510565 ",,,5180.0,0.794,0.88,"DWARF   ",18.456,17.836,15.848,10067
"14355828-2510433 ",,,4409.0,,,"DWARF   ",,19.293,15.861,10068
"14355557-2510427 ",,,3757.0,1.378,,"GIANT   ",20.197,19.137,15.087,10069
"14361479-2510406 ",,,4525.0,0.69,0.71,"DWARF   ",18.207,17.218,14.299,10070
"14361880-2510257 ",,,5320.0,0.582,0.92,"DWARF   ",17.616,17.26,15.06,10072
"14360040-2510243 ",,,5037.0,0.774,0.84,"DWARF   ",16.962,16.267,13.783,10073
"14361990-2510176 ",,,5940.0,0.861,1.08,"DWARF   ",17.529,17.184,15.567,10074
"14361464-2509428 ",,,5559.0,,,"DWARF   ",18.215,17.504,15.777,10075
"14355705-2509334 ",,,3988.0,0.121,0.097,"DWARF   ",,19.533,15.148,10076
"14361460-2509316 ",,,5789.0,1.852,1.04,"DWARF   ",17.81,17.124,15.223,10077
"14360771-2509313 ",,,5820.8,1.815,1.05,"DWARF   ",11.628,10.911,9.385,10078
"14355671-2509253 ",,,7202.0,2.15,1.61,"DWARF   ",12.095,11.828,11.015,10079
"14361302-2509248 ",,,5592.0,1.042,0.99,"DWARF   ",17.384,16.634,14.508,10080
"14355847-2509185 ",,,,,,,,20.844,15.588,10081
"14361537-2509101 ",,,4405.0,0.677,0.69,"DWARF   ",18.238,17.072,13.97,10082
"14361754-2509016 ",,,5882.0,0.967,1.07,"DWARF   ",17.804,16.914,15.339,10083
"14361889-2508503 ",,,4235.0,0.532,0.662,"DWARF   ",18.38,17.151,13.936,10084
"14362672-2508468 ",,,5493.0,0.716,0.96,"DWARF   ",18.18,17.847,15.638,10085
"14360881-2508434 ",,,5733.0,1.181,1.02,"DWARF   ",16.708,16.325,14.06,10086
"14355974-2508315 ",,,5275.0,0.986,0.9,"DWARF   ",17.773,17.011,14.869,10087
"14360081-2508308 ",,,4050.0,0.872,0.63,"DWARF   ",19.922,19.216,15.668,10088
"14362477-2508280 ",,,6376.0,1.104,1.27,"DWARF   ",17.992,17.622,16.312,10089
"14360737-2508244 ",,,5734.0,1.521,1.02,"DWARF   ",13.281,12.697,10.762,10090
"14360284-2508240 ",,,5654.0,0.622,1.0,"DWARF   ",18.15,17.773,15.66,10091
"14361822-2508166 ",,,4779.0,0.871,0.77,"DWARF   ",17.164,16.275,13.377,10092
"14355896-2508137 ",,,,,,"GIANT   ",15.321,19.224,14.092,10093
"14361550-2508115 ",,,5113.0,0.982,0.86,"DWARF   ",18.116,17.661,15.279,10094
"14360536-2508054 ",,,,,,,18.521,17.3,13.055,10095
"14361215-2508051 ",,,4022.0,0.686,0.653,"DWARF   ",19.41,18.213,14.585,10096
"14362421-2507569 ",,,4505.0,0.523,0.71,"DWARF   ",19.394,18.347,15.512,10097
"14361565-2507521 ",,,5651.0,0.789,1.0,"DWARF   ",18.046,17.703,15.373,10098
"14361587-2507279 ",,,,,,,17.107,18.774,14.919,10099
"14362228-2507214 ",,,5110.0,1.592,0.86,"DWARF   ",18.034,17.556,15.19,10101
"14361544-2507163 ",,,6374.8,2.127,1.272,"DWARF   ",10.462,10.0,8.683,10102
"14362256-2507149 ",,,5416.0,0.892,0.94,"DWARF   ",16.294,15.592,13.545,10103
"14361057-2507102 ",,,5966.0,1.9,1.09,"DWARF   ",13.223,12.664,10.95,10104
"14360361-2507086 ",,,5508.0,1.086,0.97,"DWARF   ",18.206,17.535,15.29,10105
"14360737-2507070 ",,,5658.0,1.005,1.0,"DWARF   ",16.93,16.15,14.201,10106
"14355858-2506531 ",,,5582.0,0.89,0.99,"DWARF   ",17.712,16.617,15.295,10107
"14360967-2506436 ",,,5549.0,1.259,0.98,"DWARF   ",17.493,16.816,14.672,10108
"14362410-2506206 ",,,3809.0,0.67,0.642,"DWARF   ",19.405,18.452,14.711,10109
"14361423-2506181 ",,,3699.0,0.457,0.454,"DWARF   ",19.413,18.042,14.024,10110
"14362496-2506095 ",,,,,,,18.014,17.014,14.574,10111
"14360444-2506018 ",,,3958.0,,,,18.002,19.969,16.1,10112
"14360034-2506016 ",,,4908.0,3.751,,"GIANT   ",15.853,14.297,11.694,10113
"14355949-2505517 ",,,4747.8,6.851,,"GIANT   ",12.936,11.867,9.509,10114
"14362414-2505438 ",,,5806.0,1.572,1.04,"DWARF   ",17.554,17.14,15.544,10115
"14360588-2505439 ",,,4381.0,0.672,0.69,"DWARF   ",19.485,18.614,15.495,10116
"14361965-2505425 ",,,5260.0,0.807,0.9,"DWARF   ",16.81,16.024,13.81,10117
"14360592-2505352 ",,,3314.0,0.256,0.227,"DWARF   ",20.105,18.96,13.876,10118
"14360631-2505167 ",,,4668.0,12.374,,"GIANT   ",14.084,12.936,10.056,10121
"14362203-2504589 ",,,5866.0,2.522,1.06,"DWARF   ",16.78,16.345,14.332,10122
"14361549-2504576 ",,,4813.0,8.057,,"GIANT   ",15.577,14.573,11.796,10124
"14361895-2504425 ",,,4530.0,0.952,0.71,"DWARF   ",18.521,17.959,14.972,10125
"14360064-2504279 ",,,,,,,,20.399,14.247,10126
"14355996-2504216 ",,,3826.0,54.091,,"GIANT   ",13.411,11.392,6.877,10127
"14361209-2504162 ",,,5561.0,0.924,0.98,"DWARF   ",14.827,14.209,12.144,10128
"14360802-2504162 ",,,,,,,,20.341,15.573,10129
"14360364-2504114 ",,,6215.0,1.091,1.2,"DWARF   ",15.95,15.561,13.824,10131
"14355597-2504082 ",,,5071.0,0.863,0.85,"DWARF   ",17.013,16.063,13.695,10132
"14361601-2504080 ",,,5840.0,1.195,1.05,"DWARF   ",15.373,14.873,12.951,10133
"14360658-2504000 ",,,5438.0,1.519,0.95,"DWARF   ",16.729,16.133,13.909,10134
"14361321-2503583 ",,,,,,"DWARF   ",17.351,17.263,15.148,10135
"14361742-2503372 ",,,4809.0,8.111,,"GIANT   ",14.378,13.408,10.627,10137
"14360993-2503248 ",,,5060.0,3.144,,"GIANT   ",16.262,15.461,12.945,10138
"14360920-2503192 ",,,6360.0,0.642,1.26,"DWARF   ",17.557,16.873,15.546,10139
"14361371-2503057 ",,,5579.0,1.692,0.98,"DWARF   ",16.154,16.06,13.893,10140
"14360628-2503031 ",,,5501.0,0.684,0.96,"DWARF   ",17.722,17.423,15.275,10141
"14361467-2502584 ",,,5913.0,1.31,1.08,"DWARF   ",15.302,14.68,12.831,10142
"14361687-2502483 ",,,3944.0,1.054,0.61,"DWARF   ",20.42,19.579,15.262,10143
"14361861-2502237 ",,,4687.0,0.607,0.75,"DWARF   ",18.036,17.309,14.554,10144
"14362708-2502203 ",,,5160.0,9.204,,"GIANT   ",14.403,13.718,11.205,10145
"14361682-2502079 ",,,6499.0,1.024,1.33,"DWARF   ",16.98,16.531,14.977,10147
"14355847-2501499 ",,,4647.0,0.697,0.74,"DWARF   ",17.007,15.815,13.166,10148
"14362720-2501485 ",,,4447.0,0.538,0.7,"DWARF   ",20.139,19.234,16.172,10149
"14360998-2501358 ",,,5155.0,,,"DWARF   ",18.199,17.46,15.355,10150
"14360054-2501352 ",,,5884.0,,,"DWARF   ",18.046,17.71,15.442,10151
"14362669-2501235 ",,,4594.0,0.848,0.73,"DWARF   ",19.58,18.644,16.425,10152
"14361559-2501210 ",,,4889.0,3.852,,"GIANT   ",16.399,15.563,12.84,10153
"14355842-2501148 ",,,4749.0,0.99,0.76,"DWARF   ",18.729,18.061,15.102,10154
"14361642-2501073 ",,,3902.0,0.514,0.512,"DWARF   ",19.443,18.163,14.598,10155
"14361556-2501011 ",,,5206.0,0.729,0.89,"DWARF   ",17.832,17.241,14.985,10156
"14355943-2500573 ",,,4961.0,0.665,0.82,"DWARF   ",17.613,16.282,14.051,10157
"14360898-2500572 ",,,5884.0,,,"DWARF   ",18.628,18.197,16.073,10158
"14362610-2500286 ",,,4995.0,2.305,,"GIANT   ",15.651,14.834,12.26,10160
"14360642-2500285 ",,,5043.0,0.962,0.84,"DWARF   ",18.297,17.425,15.127,10161
"14362453-2500238 ",,,3962.0,0.783,0.62,"DWARF   ",19.678,18.475,14.62,10162
"14361548-2459552 ",,,,,,"DWARF   ",19.234,18.511,15.449,10163
"14361537-2459476 ",,,5098.0,0.861,0.86,"DWARF   ",17.896,17.118,14.716,10164
"14360916-2459362 ",,,3571.0,1.153,0.5,"DWARF   ",20.851,19.978,15.033,10165
"14360639-2459323 ",,,4976.0,0.735,0.82,"DWARF   ",17.311,16.648,13.978,10166
"14362888-2459303 ",,,6022.0,0.732,1.11,"DWARF   ",18.346,17.892,15.622,10167
"14360143-2459288 ",,,5060.0,2.886,,"GIANT   ",12.77,12.228,9.666,10168
"14361182-2459239 ",,,3645.0,0.581,0.572,"DWARF   ",19.6,18.362,14.364,10169
"14361699-2459231 ",,,5604.0,1.416,0.99,"DWARF   ",17.092,16.204,14.438,10170
"14361340-2459141 ",,,5391.0,0.624,0.94,"DWARF   ",17.796,16.816,14.812,10171
"14361233-2459114 ",,,5893.0,1.01,1.07,"DWARF   ",17.127,16.295,14.73,10172
"14360118-2458576 ",,,,,,"DWARF   ",17.476,16.61,14.629,10173
"14360940-2458538 ",,,,,,"DWARF   ",20.745,19.96,15.421,10174
"14360430-2458529 ",,,4233.4,0.592,0.66,"DWARF   ",13.882,12.583,9.256,10175
"14361978-2458486 ",,,,,,"DWARF   ",21.054,20.087,15.522,10176
"14360099-2458343 ",,,3600.0,1.017,0.51,"DWARF   ",20.957,19.695,15.076,10178
"14361480-2458236 ",,,4299.0,0.898,0.67,"DWARF   ",20.944,19.555,15.843,10179
"14361788-2458016 ",,,4699.0,7.593,,"GIANT   ",15.851,14.751,11.88,10180
"14361434-2458006 ",,,,,,"DWARF   ",21.193,19.74,15.579,10181
"14361532-2457393 ",,,,,,,20.596,19.323,15.33,10182
"14362469-2457273 ",,,5546.0,1.467,0.98,"DWARF   ",18.394,17.805,16.185,10183
"14361111-2457230 ",,,5542.0,1.133,0.98,"DWARF   ",17.798,17.146,15.108,10184
"14361790-2457074 ",,,,,,,17.799,16.887,15.065,10185
"14361228-2457064 ",,,5068.0,3.284,,"GIANT   ",17.777,17.08,14.705,10186
"14360644-2456581 ",,,4917.0,0.563,0.81,"DWARF   ",17.679,16.745,14.187,10187
"14362166-2456473 ",,,5314.0,0.722,0.92,"DWARF   ",16.705,15.507,13.791,10188
"14361557-2456424 ",,,,,,"DWARF   ",20.547,19.437,14.76,10189
"14362864-2456398 ",,,5267.0,0.923,0.9,"DWARF   ",18.709,18.581,16.511,10190
"14355694-2456326 ",,,5697.0,0.751,1.01,"DWARF   ",17.146,16.466,14.517,10191
"14355866-2456271 ",,,4944.0,0.843,0.81,"DWARF   ",19.445,18.661,15.76,10192
"14360853-2456200 ",,,3906.0,0.599,0.587,"DWARF   ",18.182,16.856,12.95,10193
"14361412-2456141 ",,,3504.0,,,"DWARF   ",19.884,19.669,13.969,10194
"14361399-2456108 ",,,3539.0,0.374,0.48,"DWARF   ",20.089,18.775,13.892,10195
"14362703-2456054 ",,,3378.0,0.255,0.226,"DWARF   ",21.025,19.872,14.475,10196
"14362089-2456046 ",,,6281.0,,,"DWARF   ",18.151,17.736,15.325,10197
"14360834-2455578 ",,,5852.0,0.949,1.06,"DWARF   ",18.311,17.572,15.538,10198
"14355934-2455514 ",,,5344.0,0.818,0.92,"DWARF   ",18.133,17.445,15.249,10199
"14355965-2455392 ",,,5887.0,0.956,1.07,"DWARF   ",17.666,17.152,15.266,10200
"14360960-2455374 ",,,4330.0,0.589,0.68,"DWARF   ",19.432,18.343,15.105,10201
"14362400-2455356 ",,,5595.0,1.647,0.99,"DWARF   ",16.616,16.088,13.874,10202
"14360307-2455288 ",,,5835.0,0.875,1.05,"DWARF   ",16.266,15.811,13.764,10203
"14355975-2455244 ",,,,,,,17.717,16.461,15.23,10204
"14361214-2455158 ",,,6203.0,0.847,1.19,"DWARF   ",17.546,17.074,15.282,10205
"14361940-2455117 ",,,,,,,18.329,19.897,15.248,10206
"14361982-2455109 ",,,5703.0,0.794,1.02,"DWARF   ",16.672,16.419,14.145,10207
"14362286-2455086 ",,,5252.0,0.887,0.9,"DWARF   ",17.416,16.428,14.198,10208
"14361048-2455036 ",,,5731.0,1.11,1.02,"DWARF   ",18.05,17.236,14.97,10209
"14355601-2455000 ",,,4796.0,1.027,0.77,"DWARF   ",19.032,18.214,15.589,10210
"14361040-2454381 ",,,4219.0,0.563,0.66,"DWARF   ",18.301,17.611,14.436,10211
"14362389-2454279 ",,,4541.0,14.282,,"GIANT   ",16.624,15.572,12.447,10212
"14362181-2454173 ",,,5558.0,0.914,0.98,"DWARF   ",16.847,16.243,14.023,10213
"14362723-2454154 ",,,6172.0,1.196,1.18,"DWARF   ",17.574,17.19,15.425,10214
"14361131-2453571 ",,,4653.0,0.674,0.74,"DWARF   ",18.917,18.271,15.479,10215
"14362328-2453540 ",,,4691.0,0.954,0.75,"DWARF   ",18.994,18.288,15.505,10216
"14361747-2453109 ",,,,,,"DWARF   ",20.377,18.832,14.371,10217
"14360313-2452549 ",,,4591.0,0.908,0.73,"DWARF   ",18.289,17.421,14.445,10218
"14355742-2452508 ",,,5144.0,3.811,,"GIANT   ",14.23,13.387,10.96,10219
"14362582-2452493 ",,,5146.0,1.299,0.87,"DWARF   ",16.337,15.443,13.199,10220
"14360510-2452462 ",,,,,,,20.524,20.522,15.641,10221
"14362872-2452399 ",,,3977.0,1.162,0.62,"DWARF   ",20.626,19.445,15.701,10222
"14361884-2452301 ",,,5834.0,,,"DWARF   ",18.288,17.787,16.186,10223
"14361469-2452297 ",,,5433.0,0.633,0.95,"DWARF   ",17.472,16.679,14.789,10224
"14361877-2452187 ",,,3858.0,0.546,0.542,"DWARF   ",18.581,16.77,13.306,10225
"14355924-2452071 ",,,5076.0,0.973,0.85,"DWARF   ",18.889,18.191,15.453,10226
"14361566-2451546 ",,,5717.0,1.229,1.02,"DWARF   ",17.114,16.34,14.439,10227
"14355743-2451524 ",,,5890.0,0.8,1.07,"DWARF   ",18.421,17.857,15.795,10228
"14355962-2451346 ",,,4398.0,1.153,0.69,"DWARF   ",19.294,18.351,15.178,10229
"14362225-2451267 ",,,5914.0,1.107,1.08,"DWARF   ",17.131,16.322,14.778,10230
"14355779-2451225 ",,,4097.0,0.605,0.64,"DWARF   ",20.053,19.189,15.555,10231
"14360887-2451148 ",,,4551.0,1.635,,"GIANT   ",18.88,17.941,15.254,10232
"14361787-2451065 ",,,3887.0,0.39,0.381,"DWARF   ",17.426,15.937,12.314,10233
"14361104-2450582 ",,,3626.0,1.006,0.52,"DWARF   ",21.161,20.082,15.623,10234
"14361347-2450558 ",,,3646.0,0.46,0.53,"DWARF   ",20.849,19.716,14.905,10235
"14360036-2450477 ",,,3577.0,0.545,0.5,"DWARF   ",20.964,20.051,14.854,10236
"14361563-2450462 ",,,5577.0,0.654,0.98,"DWARF   ",18.365,18.132,14.806,10237
"14360527-2450381 ",,,5624.7,1.07,0.996,"DWARF   ",10.934,10.375,8.793,10238
"14361046-2450321 ",,,4883.0,0.756,0.8,"DWARF   ",18.242,17.263,14.654,10239
"14361195-2450310 ",,,4615.0,0.762,0.73,"DWARF   ",18.548,17.812,14.97,10240
"14360389-2450257 ",,,,,,"DWARF   ",18.562,17.785,15.325,10241
"14361140-2450233 ",,,4671.0,0.752,0.74,"DWARF   ",19.154,18.367,15.426,10242
"14360020-2450142 ",,,4005.0,1.465,,"GIANT   ",20.339,19.358,15.31,10243
"14361243-2450014 ",,,4992.0,0.749,0.83,"DWARF   ",17.592,16.756,14.201,10244
"14362300-2449553 ",,,4414.0,0.738,0.69,"DWARF   ",17.972,16.58,13.568,10245
"14362427-2449430 ",,,4542.0,23.73,,"GIANT   ",14.141,13.054,9.924,10246
"14360171-2449411 ",,,4289.5,31.886,,"GIANT   ",13.252,11.932,8.613,10247
"14360845-2449339 ",,,4353.0,1.054,0.68,"DWARF   ",19.419,18.588,15.143,10248
"14362668-2449337 ",,,5864.0,1.112,1.06,"DWARF   ",15.888,15.531,13.47,10249
"14361772-2449174 ",,,3725.0,0.578,0.56,"DWARF   ",17.609,16.965,12.773,10250
"14355706-2449167 ",,,5603.0,0.876,0.99,"DWARF   ",15.155,14.481,12.564,10251
"14361773-2449130 ",,,3594.0,0.544,0.54,"DWARF   ",17.379,17.082,12.809,10252
"14361426-2449077 ",,,4094.0,1.948,,"GIANT   ",19.603,18.481,14.924,10253
"14361916-2449035 ",,,5591.0,1.889,0.99,"DWARF   ",17.29,16.528,14.663,10254
"14362314-2448597 ",,,5866.0,1.196,1.06,"DWARF   ",16.788,16.38,14.471,10255
"14360838-2448529 ",,,6079.0,1.128,1.14,"DWARF   ",17.623,17.288,15.469,10257
"14360937-2448475 ",,,5407.0,1.154,0.94,"DWARF   ",18.127,17.49,15.472,10258
"14361762-2448441 ",,,5636.0,1.09,1.0,"DWARF   ",18.234,17.848,15.92,10259
"14361226-2448385 ",,,4841.0,3.665,,"GIANT   ",15.552,14.526,11.916,10260
"14362325-2448341 ",,,3858.0,0.617,0.602,"DWARF   ",19.233,17.922,14.122,10261
"14361512-2448326 ",,,5953.0,0.705,1.09,"DWARF   ",18.011,17.738,15.892,10262
"14361626-2448088 ",,,5601.0,0.83,0.99,"DWARF   ",16.911,16.084,14.088,10263
"14355554-2448079 ",,,5721.0,0.536,1.02,"DWARF   ",17.733,17.47,15.727,10264
"14362450-2448024 ",,,,,,"GIANT   ",17.476,16.239,13.512,10265
"14355764-2447578 ",,,6158.0,2.844,1.17,"DWARF   ",16.113,15.579,13.914,10266
"14361588-2447489 ",,,5660.0,1.052,1.01,"DWARF   ",18.129,17.643,15.901,10267
"14360955-2447383 ",,,5390.0,0.867,0.94,"DWARF   ",18.485,18.221,15.405,10268
"14360820-2447250 ",,,4321.0,1.046,0.68,"DWARF   ",19.538,18.437,15.281,10269
"14355448-2447140 ",,,5824.0,0.562,1.05,"DWARF   ",18.353,18.123,16.688,10270
"14361868-2447102 ",,,,,,"DWARF   ",,20.331,15.716,10271
"14361490-2446567 ",,,3974.0,0.498,0.62,"DWARF   ",20.495,19.441,15.352,10272
"14360320-2446565 ",,,5432.0,1.004,0.95,"DWARF   ",17.996,17.411,15.49,10273
"14361615-2446530 ",,,4907.0,0.77,0.8,"DWARF   ",18.454,17.82,15.395,10274
"14362340-2446521 ",,,6058.0,0.971,1.13,"DWARF   ",17.452,16.63,15.206,10275
"14361366-2446488 ",,,4399.0,0.983,0.69,"DWARF   ",19.909,18.888,15.593,10276
"14360889-2446423 ",,,4724.0,0.757,0.76,"DWARF   ",17.964,16.906,14.439,10277
"14355964-2446350 ",,,3735.0,0.413,0.56,"DWARF   ",21.037,19.969,15.384,10279
"14361623-2446282 ",,,5693.0,1.724,1.01,"DWARF   ",17.334,16.544,14.859,10280
"14361246-2446195 ",,,4146.0,0.733,0.65,"DWARF   ",18.947,17.967,14.451,10281
"14360780-2446148 ",,,5774.0,1.72,1.03,"DWARF   ",14.679,14.161,12.251,10282
"14361631-2446142 ",,,6025.0,,,"DWARF   ",18.011,17.759,15.646,10283
"14361067-2446096 ",,,4839.0,0.824,0.79,"DWARF   ",17.148,15.905,13.506,10284
"14361926-2446085 ",,,3577.0,0.936,0.5,"DWARF   ",19.715,19.725,14.883,10285
"14361375-2446053 ",,,5382.0,0.693,0.93,"DWARF   ",17.086,15.851,14.107,10286
"14361916-2446028 ",,,4946.0,0.876,0.81,"DWARF   ",18.177,17.46,14.9,10287
"14360431-2445589 ",,,3930.0,,,"DWARF   ",20.783,19.445,15.76,10288
"14360463-2445586 ",,,3854.0,1.623,,"GIANT   ",20.845,19.375,15.388,10289
"14360444-2445508 ",,,5724.0,0.608,1.02,"DWARF   ",17.249,16.607,15.062,10290
"14355802-2445508 ",,,5527.0,1.001,0.97,"DWARF   ",18.717,18.138,16.881,10291
"14362331-2445478 ",,,5020.0,2.558,,"GIANT   ",17.995,17.114,14.503,10292
"14360600-2445447 ",,,5043.0,1.273,0.84,"DWARF   ",18.385,17.743,15.272,10293
"14360211-2445417 ",,,3578.0,0.916,0.5,"DWARF   ",,20.856,15.468,10294
"14360945-2445381 ",,,4893.0,0.84,0.8,"DWARF   ",18.643,18.007,15.875,10295
"14360560-2445346 ",,,5148.0,0.735,0.87,"DWARF   ",18.529,18.045,15.525,10296
"14360880-2445332 ",,,5929.0,1.118,1.08,"DWARF   ",15.766,15.153,13.394,10297
"14360312-2445268 ",,,,,,,,21.241,15.746,10298
"14355770-2445245 ",,,5978.0,1.246,1.1,"DWARF   ",17.991,17.578,15.605,10299
"14360662-2445226 ",,,4319.0,0.599,0.68,"DWARF   ",19.021,18.162,14.859,10300
"14360725-2445178 ",,,5716.0,0.876,1.02,"DWARF   ",16.762,15.818,14.3,10301
"14361732-2445105 ",,,6125.0,0.662,1.16,"DWARF   ",18.23,17.935,16.136,10302
"14355807-2444535 ",,,6409.0,0.892,1.29,"DWARF   ",16.955,16.323,14.935,10303
"14362310-2444502 ",,,4172.0,0.744,0.65,"DWARF   ",18.802,17.547,14.184,10304
"14362082-2444254 ",,,6016.0,1.335,1.11,"DWARF   ",17.478,16.869,15.043,10305
"14361348-2444081 ",,,5556.0,0.809,0.98,"DWARF   ",16.875,16.1,13.892,10306
"14361449-2444076 ",,,5373.0,3.006,,"GIANT   ",16.822,16.201,13.518,10307
"14362420-2444019 ",,,,,,"DWARF   ",18.879,18.24,14.989,10308
"14360433-2443561 ",,,6094.0,1.341,1.14,"DWARF   ",16.155,15.79,14.108,10309
"14360748-2443528 ",,,,,,"DWARF   ",21.0,19.369,14.961,10310
"14361179-2443515 ",,,5595.0,0.596,0.99,"DWARF   ",18.272,17.754,15.893,10311
"14361708-2443426 ",,,6291.0,1.189,1.23,"DWARF   ",12.978,12.594,11.025,10312
"14361457-2443407 ",,,4661.2,11.312,,"GIANT   ",13.839,11.725,9.462,10313
"14360451-2443404 ",,,5609.0,1.491,0.99,"DWARF   ",18.189,17.611,15.533,10314
"14355945-2443322 ",,,5959.0,0.867,1.09,"DWARF   ",17.797,17.013,15.506,10315
"14360950-2443250 ",,,4982.0,3.456,,"GIANT   ",16.07,15.383,12.604,10316
"14355681-2443248 ",,,4093.0,1.17,0.64,"DWARF   ",19.184,18.091,14.689,10317
"14355883-2443229 ",,,4832.0,10.961,,"GIANT   ",14.37,13.448,10.692,10318
"14361060-2443139 ",,,,,,"GIANT   ",18.888,17.895,14.385,10319
"14362171-2443001 ",,,6472.0,1.936,1.32,"DWARF   ",13.744,13.381,11.945,10320
"14355568-2442529 ",,,4576.0,0.674,0.72,"DWARF   ",19.487,18.611,15.617,10321
"14361555-2442499 ",,,5346.0,1.13,0.92,"DWARF   ",18.568,17.824,15.368,10322
"14361271-2442427 ",,,5765.0,1.136,1.03,"DWARF   ",18.456,17.964,15.273,10323
"14355694-2442413 ",,,3970.0,,,"DWARF   ",20.773,19.556,15.511,10324
"14361514-2442225 ",,,4974.0,2.051,,"GIANT   ",18.331,17.889,15.369,10325
"14361397-2442193 ",,,5326.0,0.789,0.92,"DWARF   ",17.628,16.645,14.897,10326
"14362691-2442135 ",,,3931.0,0.615,0.6,"DWARF   ",19.33,18.087,14.567,10327
"14361831-2442109 ",,,4944.0,0.797,0.81,"DWARF   ",18.141,17.159,14.524,10328
"14362501-2442050 ",,,7196.0,1.914,1.61,"DWARF   ",16.362,15.884,15.219,10329
"14360110-2441453 ",,,6077.0,1.198,1.14,"DWARF   ",17.205,16.375,15.171,10330
"14361151-2441355 ",,,5824.0,0.776,1.05,"DWARF   ",17.506,16.573,14.97,10331
"14362349-2441315 ",,,3655.0,0.416,0.53,"DWARF   ",20.713,20.02,15.517,10332
"14361334-2441227 ",,,5740.0,1.58,1.03,"DWARF   ",16.141,15.612,13.794,10333
"14361184-2441099 ",,,3788.0,0.554,0.549,"DWARF   ",19.179,17.816,13.896,10334
"14361731-2441047 ",,,5561.0,1.388,0.98,"DWARF   ",18.135,17.639,15.486,10335
"14355903-2440532 ",,,5800.0,0.952,1.04,"DWARF   ",18.126,17.918,15.97,10336
"14362446-2440481 ",,,3859.0,0.782,0.59,"DWARF   ",20.591,19.377,15.237,10337
"14361701-2440465 ",,,5428.0,1.695,0.95,"DWARF   ",17.262,16.519,14.438,10338
"14362397-2440443 ",,,3720.0,0.743,0.55,"DWARF   ",,20.218,15.513,10339
"14360866-2440271 ",,,5738.0,0.936,1.03,"DWARF   ",18.306,17.769,15.801,10340
"14362183-2440258 ",,,4440.0,0.7,0.7,"DWARF   ",18.989,18.171,15.048,10341
"14355754-2440212 ",,,4957.0,9.844,,"GIANT   ",11.629,10.802,8.214,10342
"14360866-2440044 ",,,5085.5,8.955,,"GIANT   ",12.404,11.662,9.391,10343
